new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
new_image_0001,33,red,90,sample text
rgb_image_0001,33,red,0,sample text
rgb_image_0002,33,red,170,sample text
rgb_image_0003,33,red,160,sample text
rgb_image_0004,33,red,150,sample text
rgb_image_0005,33,red,140,sample text
rgb_image_0006,33,red,135,sample text
rgb_image_0007,33,red,10,sample text
